Time,LF,HF,VLF,ULF,LF/HF,LF/(LF+HF),LFnorm,HFnorm,TotalPower
37:25.4,548.805,866.1673,0,0,0.6336017,0,0,0,0
37:26.3,563.9034,866.1245,0,0,0.6510651,0,0,0,0
37:27.2,575.1724,866.2691,0,0,0.663965,0,0,0,0
37:28.1,584.3331,866.4482,0,0,0.6744005,0,0,0,0
37:29.0,589.4194,866.3029,0,0,0.6803849,0,0,0,0
37:29.9,591.0402,865.7535,0,0,0.6826888,0,0,0,0
37:30.7,588.8782,864.4886,0,0,0.6811868,0,0,0,0
37:31.6,583.491,862.5229,0,0,0.6764933,0,0,0,0
37:32.6,573.5401,858.9887,0,0,0.6676923,0,0,0,0
37:33.5,560.3767,854.3584,0,0,0.6559036,0,0,0,0
37:34.4,543.6348,848.1046,0,0,0.6409997,0,0,0,0
37:35.3,526.3056,841.0499,0,0,0.6257721,0,0,0,0
37:36.1,506.7007,832.6892,0,0,0.6085111,0,0,0,0
37:37.0,484.9698,822.381,0,0,0.5897143,0,0,0,0
37:37.9,461.4143,810.3153,0,0,0.5694256,0,0,0,0
37:38.7,435.9965,796.1859,0,0,0.5476065,0,0,0,0
37:39.6,413.1439,782.5457,0,0,0.5279486,0,0,0,0
37:40.4,389.6299,767.5968,0,0,0.5075971,0,0,0,0
37:41.3,363.7263,749.9154,0,0,0.4850231,0,0,0,0
37:42.2,340.0373,732.8282,0,0,0.4640068,0,0,0,0
37:43.1,316.8022,714.9255,0,0,0.4431261,0,0,0,0
37:43.9,299.4624,700.7926,0,0,0.4273196,0,0,0,0
37:44.8,278.8894,682.5473,0,0,0.4086009,0,0,0,0
37:45.6,264.1432,668.5068,0,0,0.3951242,0,0,0,0
37:46.5,249.0099,652.823,0,0,0.3814356,0,0,0,0
37:47.3,237.3772,639.55,0,0,0.3711628,0,0,0,0
37:48.0,228.8562,628.659,0,0,0.3640386,0,0,0,0
37:48.9,221.2028,617.3017,0,0,0.3583383,0,0,0,0
37:49.7,215.9756,607.3199,0,0,0.3556207,0,0,0,0
37:50.6,212.8984,598.2594,0,0,0.355863,0,0,0,0
37:51.5,212.1652,590.4445,0,0,0.3593313,0,0,0,0
37:52.3,213.5454,584.6813,0,0,0.3652339,0,0,0,0
37:53.1,216.4897,580.3767,0,0,0.3730158,0,0,0,0
37:53.9,221.5186,576.7445,0,0,0.3840845,0,0,0,0
37:54.8,227.4204,574.5464,0,0,0.3958259,0,0,0,0
37:55.6,235.6315,573.2237,0,0,0.4110638,0,0,0,0
37:56.5,243.1604,572.9991,0,0,0.4243644,0,0,0,0
37:57.3,251.0704,573.4998,0,0,0.4377864,0,0,0,0
37:58.1,259.4702,574.6523,0,0,0.4515256,0,0,0,0
37:58.9,268.8489,576.51,0,0,0.4663386,0,0,0,0
37:59.8,277.9871,578.8002,0,0,0.4802816,0,0,0,0
38:00.7,286.7373,581.36,0,0,0.4932182,0,0,0,0
38:01.6,294.4579,583.9133,0,0,0.5042836,0,0,0,0
38:02.4,300.9885,586.3958,0,0,0.5132856,0,0,0,0
38:03.3,307.0701,589.0711,0,0,0.5212785,0,0,0,0
38:04.2,311.835,591.6454,0,0,0.5270641,0,0,0,0
38:05.2,316.1043,594.6771,0,0,0.5315562,0,0,0,0
38:06.1,318.9334,598.0054,0,0,0.5333287,0,0,0,0
38:07.1,320.5249,602.204,0,0,0.5322531,0,0,0,0
38:08.1,320.1616,606.9654,0,0,0.5274791,0,0,0,0
38:09.1,318.2336,612.2771,0,0,0.5197542,0,0,0,0
38:10.0,315.2102,617.9449,0,0,0.5100943,0,0,0,0
38:10.9,311.4531,624.0822,0,0,0.4990578,0,0,0,0
38:11.8,307.0961,631.3426,0,0,0.4864175,0,0,0,0
38:12.8,302.608,639.3305,0,0,0.4733201,0,0,0,0
38:13.7,298.5968,647.9495,0,0,0.4608334,0,0,0,0
38:14.5,295.7383,656.0355,0,0,0.4507962,0,0,0,0
38:15.4,294.057,664.6147,0,0,0.4424473,0,0,0,0
38:16.3,294.1264,673.576,0,0,0.4366641,0,0,0,0
38:17.3,296.6957,682.4505,0,0,0.4347504,0,0,0,0
38:18.2,301.5082,690.0385,0,0,0.436944,0,0,0,0
38:19.1,309.2524,697.3045,0,0,0.4434968,0,0,0,0
38:20.0,320.0327,703.7391,0,0,0.4547605,0,0,0,0
38:20.9,332.4212,708.6806,0,0,0.4690706,0,0,0,0
38:21.8,350.0124,713.032,0,0,0.490879,0,0,0,0
38:22.8,371.8888,715.8735,0,0,0.5194896,0,0,0,0
38:23.6,392.0592,716.8119,0,0,0.5469485,0,0,0,0
38:24.6,417.9971,716.463,0,0,0.5834175,0,0,0,0
38:25.5,448.8199,714.3514,0,0,0.6282901,0,0,0,0
38:26.5,480.031,710.983,0,0,0.6751652,0,0,0,0
38:27.4,508.6686,707.0557,0,0,0.719418,0,0,0,0
38:28.3,539.0017,702.4062,0,0,0.7673646,0,0,0,0
38:29.3,570.2187,697.2631,0,0,0.8177955,0,0,0,0
38:30.3,603.8743,691.5741,0,0,0.8731882,0,0,0,0
38:31.2,634.2519,686.6097,0,0,0.9237444,0,0,0,0
38:32.2,664.2987,682.2032,0,0,0.973755,0,0,0,0
38:33.2,692.2248,679.1507,0,0,1.019251,0,0,0,0
38:34.3,716.5778,678.2513,0,0,1.056508,0,0,0,0
38:35.4,736.048,680.0416,0,0,1.082357,0,0,0,0
38:36.4,749.101,684.9319,0,0,1.093687,0,0,0,0
38:37.4,754.9459,693.2685,0,0,1.088966,0,0,0,0
38:38.3,754.0516,702.9305,0,0,1.072726,0,0,0,0
38:39.3,747.1461,716.5484,0,0,1.042701,0,0,0,0
38:40.2,735.5501,732.4254,0,0,1.004266,0,0,0,0
38:41.1,720.6611,749.9949,0,0,0.9608881,0,0,0,0
38:42.0,702.7798,770.2402,0,0,0.9124163,0,0,0,0
38:43.0,682.1191,794.3606,0,0,0.858702,0,0,0,0
38:43.9,661.7845,820.3077,0,0,0.8067515,0,0,0,0
38:44.9,645.5621,844.1667,0,0,0.764733,0,0,0,0
38:45.8,630.951,871.19,0,0,0.7242404,0,0,0,0
38:46.7,621.6643,897.6348,0,0,0.6925581,0,0,0,0
38:47.7,618.7856,922.7434,0,0,0.6705933,0,0,0,0
38:48.6,624.6379,950.7813,0,0,0.6569732,0,0,0,0
38:49.7,641.1291,974.887,0,0,0.6576445,0,0,0,0
38:50.7,669.352,995.9072,0,0,0.6721028,0,0,0,0
38:51.8,713.5602,1014.091,0,0,0.703645,0,0,0,0
38:52.9,767.085,1026.171,0,0,0.7475212,0,0,0,0
38:53.8,832.9465,1033.065,0,0,0.8062868,0,0,0,0
38:54.9,920.5465,1034.44,0,0,0.8898985,0,0,0,0
38:56.0,1017.393,1029.33,0,0,0.9884034,0,0,0,0
38:57.1,1134.001,1016.844,0,0,1.115216,0,0,0,0
38:58.0,1232.438,1002.264,0,0,1.229654,0,0,0,0
38:58.7,1313.913,987.7691,0,0,1.330183,0,0,0,0
38:59.5,1404.565,969.417,0,0,1.448876,0,0,0,0
39:00.3,1499.917,947.9392,0,0,1.582292,0,0,0,0
39:01.1,1611.115,920.9192,0,0,1.749464,0,0,0,0
39:02.1,1721.114,892.9753,0,0,1.927393,0,0,0,0
39:02.9,1825.31,866.1219,0,0,2.107451,0,0,0,0
39:03.8,1948.998,835.0874,0,0,2.333886,0,0,0,0
39:04.8,2064.596,808.2682,0,0,2.554345,0,0,0,0
39:05.8,2198.925,781.5545,0,0,2.813528,0,0,0,0
39:06.9,2341.747,760.2515,0,0,3.080226,0,0,0,0
39:07.8,2462.149,748.8822,0,0,3.287765,0,0,0,0
39:08.7,2607.052,743.9268,0,0,3.504447,0,0,0,0
39:09.7,2757.39,748.6253,0,0,3.683271,0,0,0,0
39:10.8,2941.442,767.0373,0,0,3.83481,0,0,0,0
39:11.8,3122.505,797.0958,0,0,3.917352,0,0,0,0
39:12.9,3318.112,840.0547,0,0,3.949876,0,0,0,0
39:14.2,3581.455,911.6797,0,0,3.928414,0,0,0,0
39:15.4,3852.486,998.3277,0,0,3.858939,0,0,0,0
39:16.6,4117.721,1093.95,0,0,3.764087,0,0,0,0
39:17.5,4344.396,1184.253,0,0,3.66847,0,0,0,0
39:18.4,4544.184,1269.933,0,0,3.578288,0,0,0,0
39:19.3,4750.301,1364.381,0,0,3.481653,0,0,0,0
39:20.3,5014.698,1494.224,0,0,3.356054,0,0,0,0
39:21.5,5286.011,1637.381,0,0,3.228332,0,0,0,0
39:22.6,5559.358,1792.456,0,0,3.101531,0,0,0,0
39:23.7,5804.733,1943.719,0,0,2.986405,0,0,0,0
39:24.8,6050.265,2108.832,0,0,2.869012,0,0,0,0
39:25.9,6263.302,2264.542,0,0,2.765814,0,0,0,0
39:27.0,6463.644,2423.314,0,0,2.667274,0,0,0,0
39:28.1,6654.724,2585.573,0,0,2.573791,0,0,0,0
39:29.3,6843.356,2756.082,0,0,2.483002,0,0,0,0
39:30.3,6997.241,2899.342,0,0,2.413389,0,0,0,0
39:31.1,7113.839,3007.308,0,0,2.365517,0,0,0,0
39:31.9,7237.013,3120.147,0,0,2.319446,0,0,0,0
39:32.8,7351.747,3224.379,0,0,2.280051,0,0,0,0
39:34.3,7540,3393.679,0,0,2.221778,0,0,0,0
39:35.4,7687.953,3523.708,0,0,2.181779,0,0,0,0
39:36.5,7820.235,3639.608,0,0,2.148648,0,0,0,0
39:37.6,7941.031,3747.877,0,0,2.118808,0,0,0,0
39:38.6,8060.372,3859.962,0,0,2.0882,0,0,0,0
39:39.7,8180.504,3983.754,0,0,2.053466,0,0,0,0
39:40.7,8276.8,4096.134,0,0,2.020637,0,0,0,0
39:41.6,8364.557,4213.869,0,0,1.985006,0,0,0,0
39:42.6,8457.11,4361.637,0,0,1.938976,0,0,0,0
39:43.6,8540.419,4526.752,0,0,1.886655,0,0,0,0
39:44.4,8599.916,4679.383,0,0,1.837831,0,0,0,0
39:45.3,8649.12,4845.168,0,0,1.785102,0,0,0,0
39:46.2,8688.144,5029.379,0,0,1.727479,0,0,0,0
39:47.1,8717.875,5239.102,0,0,1.664002,0,0,0,0
39:48.0,8737.208,5481.096,0,0,1.594062,0,0,0,0
39:49.0,8744.839,5747.47,0,0,1.521511,0,0,0,0
39:49.9,8740.671,6011.704,0,0,1.453942,0,0,0,0
39:50.8,8724.546,6285.475,0,0,1.388049,0,0,0,0
39:51.8,8698.154,6549.187,0,0,1.328127,0,0,0,0
39:52.8,8656.302,6835.747,0,0,1.266329,0,0,0,0
39:53.8,8595.377,7133.236,0,0,1.204976,0,0,0,0
39:54.9,8514.727,7425.14,0,0,1.146743,0,0,0,0
39:55.9,8425.528,7669.411,0,0,1.098589,0,0,0,0
39:57.1,8305.199,7914.211,0,0,1.049403,0,0,0,0
39:58.0,8194.777,8075.476,0,0,1.014773,0,0,0,0
39:59.0,8071.36,8200.05,0,0,0.9843061,0,0,0,0
40:00.0,7935.456,8277.963,0,0,0.9586242,0,0,0,0
40:00.9,7815.306,8296.169,0,0,0.942038,0,0,0,0
40:01.7,7708.327,8273.405,0,0,0.9316995,0,0,0,0
40:02.6,7574.272,8194.363,0,0,0.9243271,0,0,0,0
40:03.5,7453.109,8076.509,0,0,0.9228132,0,0,0,0
40:04.5,7305.906,7884.786,0,0,0.9265826,0,0,0,0
40:05.4,7156.434,7647.107,0,0,0.9358355,0,0,0,0
40:06.4,7005.191,7373.203,0,0,0.9500878,0,0,0,0
40:07.3,6849.747,7063.454,0,0,0.9697446,0,0,0,0
40:08.2,6689.46,6720.859,0,0,0.9953281,0,0,0,0
40:09.0,6544.804,6395.952,0,0,1.023273,0,0,0,0
40:09.9,6398.355,6056.784,0,0,1.056395,0,0,0,0
40:10.8,6229.995,5660.319,0,0,1.100644,0,0,0,0
40:11.6,6060.497,5260.167,0,0,1.152149,0,0,0,0
40:12.5,5893.06,4868.982,0,0,1.210327,0,0,0,0
40:13.4,5710.612,4451.26,0,0,1.28292,0,0,0,0
40:14.2,5572.085,4140.74,0,0,1.345674,0,0,0,0
40:14.9,5411.817,3793.672,0,0,1.426538,0,0,0,0
40:15.6,5278.186,3518.458,0,0,1.500142,0,0,0,0
40:16.3,5135.256,3240.126,0,0,1.584894,0,0,0,0
40:16.9,5000.157,2993.599,0,0,1.670283,0,0,0,0
40:17.6,4862.611,2760.681,0,0,1.761381,0,0,0,0
40:18.2,4734.207,2559.311,0,0,1.849797,0,0,0,0
40:18.8,4586.39,2346.409,0,0,1.954642,0,0,0,0
40:19.4,4465.611,2187.239,0,0,2.041666,0,0,0,0
40:20.0,4333.859,2026.648,0,0,2.138437,0,0,0,0
40:20.6,4195.587,1872.035,0,0,2.24119,0,0,0,0
40:21.2,4064.652,1738.984,0,0,2.337372,0,0,0,0
40:21.8,3943.668,1627.346,0,0,2.423375,0,0,0,0
40:22.4,3815.147,1519.431,0,0,2.510905,0,0,0,0
40:23.0,3687.693,1422.981,0,0,2.591527,0,0,0,0
40:23.6,3564.759,1339.23,0,0,2.661797,0,0,0,0
40:24.2,3441.441,1263.362,0,0,2.724035,0,0,0,0
40:24.8,3324.871,1198.779,0,0,2.773547,0,0,0,0
40:25.4,3218.149,1145.081,0,0,2.810413,0,0,0,0
40:26.0,3114.416,1097.501,0,0,2.837735,0,0,0,0
40:26.6,3022.98,1058.707,0,0,2.855352,0,0,0,0
40:27.2,2943.581,1027.036,0,0,2.866094,0,0,0,0
40:27.9,2868.651,998.771,0,0,2.872181,0,0,0,0
40:28.5,2801.575,974.3189,0,0,2.875419,0,0,0,0
40:29.1,2743.865,953.2729,0,0,2.878362,0,0,0,0
40:29.7,2690.376,932.9636,0,0,2.883688,0,0,0,0
40:30.3,2648.353,915.0316,0,0,2.894275,0,0,0,0
40:30.9,2615.44,898.7847,0,0,2.909974,0,0,0,0
40:31.5,2587.309,882.0768,0,0,2.933201,0,0,0,0
40:32.1,2567.992,868.1623,0,0,2.957963,0,0,0,0
40:32.8,2545.704,848.7599,0,0,2.999322,0,0,0,0
40:33.4,2528.192,831.0124,0,0,3.042303,0,0,0,0
40:34.0,2511.396,812.8783,0,0,3.08951,0,0,0,0
40:34.7,2491.543,790.4061,0,0,3.152231,0,0,0,0
40:35.4,2471.832,767.238,0,0,3.221728,0,0,0,0
40:36.1,2450.985,743.4095,0,0,3.296952,0,0,0,0
40:36.8,2427.845,718.8112,0,0,3.377584,0,0,0,0
40:37.5,2401.096,692.9786,0,0,3.464891,0,0,0,0
40:38.2,2369.367,665.5689,0,0,3.559912,0,0,0,0
40:39.0,2330.383,635.6772,0,0,3.665985,0,0,0,0
40:39.7,2287.509,606.2923,0,0,3.772948,0,0,0,0
40:40.5,2235.247,573.9767,0,0,3.894317,0,0,0,0
40:41.3,2176.643,540.9082,0,0,4.024053,0,0,0,0
40:42.1,2111.851,507.0623,0,0,4.164874,0,0,0,0
40:42.9,2043.693,473.88,0,0,4.31268,0,0,0,0
40:43.6,1981.004,445.0526,0,0,4.45117,0,0,0,0
40:44.4,1914.8,416.1157,0,0,4.601605,0,0,0,0
40:45.1,1840.305,385.2326,0,0,4.777126,0,0,0,0
40:45.8,1772.417,358.4753,0,0,4.944322,0,0,0,0
40:46.5,1692.205,328.2646,0,0,5.155002,0,0,0,0
40:47.3,1613.626,300.0181,0,0,5.378429,0,0,0,0
40:48.1,1529.3,270.9165,0,0,5.644912,0,0,0,0
40:49.0,1440.809,241.4668,0,0,5.966906,0,0,0,0
40:49.8,1362.293,216.1881,0,0,6.301426,0,0,0,0
40:50.6,1291.109,194.0734,0,0,6.652686,0,0,0,0
40:51.3,1215.773,171.7409,0,0,7.07911,0,0,0,0
40:52.1,1149.113,153.1088,0,0,7.505207,0,0,0,0
40:52.9,1082.178,135.6275,0,0,7.979047,0,0,0,0
40:53.7,1027.273,122.2438,0,0,8.403477,0,0,0,0
40:54.5,965.063,108.1345,0,0,8.92465,0,0,0,0
40:55.3,908.5173,96.28046,0,0,9.436155,0,0,0,0
40:56.3,853.2265,85.56864,0,0,9.971251,0,0,0,0
40:57.2,808.9107,77.95736,0,0,10.37632,0,0,0,0
40:58.1,776.0233,73.35061,0,0,10.57964,0,0,0,0
40:58.9,752.1588,71.0943,0,0,10.57973,0,0,0,0
40:59.8,739.8449,71.2514,0,0,10.38358,0,0,0,0
41:00.8,738.5726,73.56358,0,0,10.03992,0,0,0,0
41:01.7,749.5523,78.22695,0,0,9.581766,0,0,0,0
